[2025-09-01][18:30:57][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BiteBloodJuicy_ZA01.34.wav | Genre: [genre:sound-design:horror] | Mood: [mood:creepy, mood:gruesome] | Occasion: [occasion:horror, occasion:jump-scare] | Keywords: [keyword:sfx:bite, keyword:sfx:blood] | Other: []
[2025-09-01][18:30:57][ligeia::virtual_folder_handler][INFO] UNASSIGNED: KnifeScrape_BW.12391.wav | Genre: [genre:sound-design:horror] | Mood: [mood:creepy, mood:unsettling] | Occasion: [occasion:jump-scare] | Keywords: [keyword:sfx:knife] | Other: []
[2025-09-01][18:30:57][ligeia::virtual_folder_handler][INFO] UNASSIGNED: KnifeScrape_BW.12392.wav | Genre: [genre:sound-design:horror] | Mood: [mood:creepy, mood:unsettling] | Occasion: [occasion:jump-scare] | Keywords: [keyword:sfx:knife] | Other: []
[2025-09-01][18:30:57][ligeia::virtual_folder_handler][INFO] UNASSIGNED: MonsterScreech_S08AN.260.wav | Genre: [genre:horror:sound-design] | Mood: [mood:terrifying, mood:unsettling] | Occasion: [occasion:jump-scare, occasion:monster-encounter] | Keywords: [keyword:creature:monster, keyword:sfx:screech] | Other: []
[2025-09-01][18:30:57][ligeia::virtual_folder_handler][INFO] UNASSIGNED: MonsterWhinePig_SFXB.1448.wav | Genre: [genre:sound-design:animal] | Mood: [mood:creepy, mood:unsettling] | Occasion: [occasion:jump-scare, occasion:mystery-sting] | Keywords: [keyword:creature:pig, keyword:sfx:animal] | Other: []
[2025-09-01][18:30:57][ligeia::virtual_folder_handler][INFO] UNASSIGNED: MonsterWhinePig_SFXB.1449.wav | Genre: [genre:sound-design:animal] | Mood: [mood:creepy, mood:unsettling] | Occasion: [occasion:jump-scare, occasion:mystery-sting] | Keywords: [keyword:creature:pig, keyword:sfx:animal] | Other: []
[2025-09-01][18:30:57][ligeia::virtual_folder_handler][INFO] UNASSIGNED: MonsterWormSlither_SFXB.145.wav | Genre: [genre:sound-design:creature] | Mood: [mood:creepy, mood:unsettling] | Occasion: [occasion:jump-scare, occasion:mystery-sting] | Keywords: [keyword:creature:worm, keyword:sfx:slither] | Other: []
[2025-09-01][18:30:57][ligeia::virtual_folder_handler][INFO] UNASSIGNED: MouseSqueak_BW.13602.wav | Genre: [genre:sound-design:animal] | Mood: [mood:creepy, mood:unsettling] | Occasion: [occasion:jump-scare, occasion:mystery-sting] | Keywords: [keyword:creature:mouse, keyword:sfx:squeak] | Other: []
[2025-09-01][18:30:57][ligeia::virtual_folder_handler][INFO] UNASSIGNED: MouseSqueak_BW.13603.wav | Genre: [genre:sound-design:animal] | Mood: [mood:creepy, mood:unsettling] | Occasion: [occasion:jump-scare, occasion:mystery-sting] | Keywords: [keyword:creature:mouse, keyword:sfx:squeak] | Other: []
[2025-09-01][18:30:57][ligeia::virtual_folder_handler][INFO] UNASSIGNED: MummyLimbRipJuicy_SFXB.1460.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:creepy, mood:gruesome] | Occasion: [occasion:combat, occasion:jump-scare] | Keywords: [keyword:creature:undead, keyword:sfx:body-horror, keyword:sfx:rip] | Other: []
[2025-09-01][18:30:57][ligeia::virtual_folder_handler][INFO] UNASSIGNED: MummyLimbRipJuicy_SFXB.1461.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:creepy, mood:gruesome] | Occasion: [occasion:combat, occasion:jump-scare] | Keywords: [keyword:creature:undead, keyword:sfx:body-horror, keyword:sfx:rip] | Other: []
[2025-09-01][18:30:57][ligeia::virtual_folder_handler][INFO] UNASSIGNED: MummyLimbRipJuicy_SFXB.1462.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:creepy, mood:gruesome] | Occasion: [occasion:combat, occasion:jump-scare] | Keywords: [keyword:creature:undead, keyword:sfx:body-horror, keyword:sfx:rip] | Other: []
[2025-09-01][18:30:57][ligeia::virtual_folder_handler][INFO] UNASSIGNED: MummySkullJawRip_SFXB.1463.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:gruesome, mood:terrifying] | Occasion: [occasion:combat, occasion:jump-scare] | Keywords: [keyword:creature:undead, keyword:sfx:body-horror, keyword:sfx:rip] | Other: []
[2025-09-01][18:30:57][ligeia::virtual_folder_handler][INFO] UNASSIGNED: MuscleRipTear_ZA02.402.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:gruesome, mood:violent] | Occasion: [occasion:combat, occasion:jump-scare] | Keywords: [keyword:sfx:body-horror, keyword:sfx:rip, keyword:sfx:tear] | Other: []
[2025-09-01][18:30:57][ligeia::virtual_folder_handler][INFO] UNASSIGNED: MusicalAccent_SEU03.30.wav | Genre: [genre:orchestral] | Mood: [mood:dramatic, mood:intense] | Occasion: [occasion:combat, occasion:failure-cue, occasion:success-cue] | Keywords: [keyword:timbre:brass, keyword:timbre:strings] | Other: []
[2025-09-01][18:30:57][ligeia::virtual_folder_handler][INFO] UNASSIGNED: MuscleRipTear_ZA02.403.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:gruesome, mood:violent] | Occasion: [occasion:combat, occasion:jump-scare] | Keywords: [keyword:sfx:body-horror, keyword:sfx:rip, keyword:sfx:tear] | Other: []
[2025-09-01][18:30:57][ligeia::virtual_folder_handler][INFO] UNASSIGNED: MusicalOrchestral_SEU03.32.wav | Genre: [genre:orchestral] | Mood: [mood:dramatic, mood:intense] | Occasion: [occasion:boss-loop, occasion:combat] | Keywords: [keyword:timbre:brass, keyword:timbre:strings] | Other: []
[2025-09-01][18:30:57][ligeia::virtual_folder_handler][INFO] UNASSIGNED: ObjectsSmash_BW.13653.wav | Genre: [genre:sound-design:impacts] | Mood: [mood:intense, mood:violent] | Occasion: [occasion:combat, occasion:jump-scare] | Keywords: [keyword:sfx:impact, keyword:sfx:smash] | Other: []
[2025-09-01][18:30:57][ligeia::virtual_folder_handler][INFO] UNASSIGNED: ObjectsSmash_BW.13654.wav | Genre: [genre:sound-design:impacts] | Mood: [mood:intense, mood:violent] | Occasion: [occasion:combat, occasion:jump-scare] | Keywords: [keyword:sfx:impact, keyword:sfx:smash] | Other: []
[2025-09-01][18:30:57][ligeia::virtual_folder_handler][INFO] UNASSIGNED: NinjaStarThrowFlesh_ZA02.41.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:gruesome, mood:violent] | Occasion: [occasion:combat, occasion:jump-scare] | Keywords: [keyword:creature:ninja, keyword:sfx:flesh, keyword:sfx:impact] | Other: []
[2025-09-01][18:30:57][ligeia::virtual_folder_handler][INFO] UNASSIGNED: OrchestralHit_S011HO.374.wav | Genre: [genre:orchestral] | Mood: [mood:dramatic, mood:intense] | Occasion: [occasion:combat, occasion:success-cue] | Keywords: [keyword:timbre:percussion, keyword:timbre:strings] | Other: []
[2025-09-01][18:30:57][ligeia::virtual_folder_handler][INFO] UNASSIGNED: PE-Accent_BW.35988.wav | Genre: [genre:sound-design:impacts] | Mood: [mood:intense, mood:percussive] | Occasion: [occasion:combat, occasion:success-cue] | Keywords: [keyword:timbre:percussion] | Other: []
[2025-09-01][18:30:57][ligeia::virtual_folder_handler][INFO] UNASSIGNED: PE-Accent_BW.35989.wav | Genre: [genre:sound-design:impacts] | Mood: [mood:intense, mood:percussive] | Occasion: [occasion:combat, occasion:success-cue] | Keywords: [keyword:timbre:percussion] | Other: []
[2025-09-01][18:30:57][ligeia::virtual_folder_handler][INFO] UNASSIGNED: PE-Accent_BW.35990.wav | Genre: [genre:sound-design:impacts] | Mood: [mood:intense, mood:percussive] | Occasion: [occasion:combat, occasion:success-cue] | Keywords: [keyword:timbre:percussion] | Other: []
[2025-09-01][18:30:57][ligeia::virtual_folder_handler][INFO] UNASSIGNED: PE-Accent_BW.35991.wav | Genre: [genre:sound-design:impacts] | Mood: [mood:intense, mood:percussive] | Occasion: [occasion:combat, occasion:success-cue] | Keywords: [keyword:timbre:percussion] | Other: []
[2025-09-01][18:30:57][ligeia::virtual_folder_handler][INFO] UNASSIGNED: PE-Accent_BW.35992.wav | Genre: [genre:sound-design:impacts] | Mood: [mood:intense, mood:percussive] | Occasion: [occasion:combat, occasion:success-cue] | Keywords: [keyword:timbre:percussion] | Other: []
[2025-09-01][18:30:57][ligeia::virtual_folder_handler][INFO] UNASSIGNED: PE-Accent_BW.35993.wav | Genre: [genre:sound-design:impacts] | Mood: [mood:intense, mood:percussive] | Occasion: [occasion:combat, occasion:success-cue] | Keywords: [keyword:timbre:percussion] | Other: []
[2025-09-01][18:30:57][ligeia::virtual_folder_handler][INFO] UNASSIGNED: PE-Accent_BW.35994.wav | Genre: [genre:sound-design:impacts] | Mood: [mood:intense, mood:percussive] | Occasion: [occasion:combat, occasion:success-cue] | Keywords: [keyword:timbre:percussion] | Other: []
[2025-09-01][18:30:57][ligeia::virtual_folder_handler][INFO] UNASSIGNED: PE-Accent_BW.35995.wav | Genre: [genre:sound-design:impacts] | Mood: [mood:intense, mood:percussive] | Occasion: [occasion:combat, occasion:success-cue] | Keywords: [keyword:timbre:percussion] | Other: []
[2025-09-01][18:30:57][ligeia::virtual_folder_handler][INFO] UNASSIGNED: PE-Accent_BW.35996.wav | Genre: [genre:sound-design:impacts] | Mood: [mood:intense, mood:percussive] | Occasion: [occasion:combat, occasion:success-cue] | Keywords: [keyword:timbre:percussion] | Other: []
[2025-09-01][18:30:57][ligeia::virtual_folder_handler][INFO] UNASSIGNED: PE-Accent_BW.35997.wav | Genre: [genre:sound-design:impacts] | Mood: [mood:intense, mood:percussive] | Occasion: [occasion:combat, occasion:success-cue] | Keywords: [keyword:timbre:percussion] | Other: []
[2025-09-01][18:30:57][ligeia::virtual_folder_handler][INFO] UNASSIGNED: PE-Accent_BW.35998.wav | Genre: [genre:sound-design:impacts] | Mood: [mood:high-stakes, mood:percussive] | Occasion: [occasion:failure-cue, occasion:jump-scare, occasion:mystery-sting, occasion:success-cue] | Keywords: [] | Other: []
[2025-09-01][18:30:57][ligeia::virtual_folder_handler][INFO] UNASSIGNED: PE-Accent_BW.35999.wav | Genre: [genre:sound-design:impacts] | Mood: [mood:high-stakes, mood:percussive] | Occasion: [occasion:failure-cue, occasion:jump-scare, occasion:mystery-sting, occasion:success-cue] | Keywords: [] | Other: []
[2025-09-01][18:30:57][ligeia::virtual_folder_handler][INFO] UNASSIGNED: PE-Accent_BW.36000.wav | Genre: [genre:sound-design:impacts] | Mood: [mood:high-stakes, mood:percussive] | Occasion: [occasion:failure-cue, occasion:jump-scare, occasion:mystery-sting, occasion:success-cue] | Keywords: [] | Other: []
[2025-09-01][18:30:57][ligeia::virtual_folder_handler][INFO] UNASSIGNED: PE-Accent_BW.36003.wav | Genre: [genre:sound-design:impacts] | Mood: [mood:high-stakes, mood:percussive] | Occasion: [occasion:failure-cue, occasion:jump-scare, occasion:mystery-sting, occasion:success-cue] | Keywords: [] | Other: []
[2025-09-01][18:30:57][ligeia::virtual_folder_handler][INFO] UNASSIGNED: PE-Accent_BW.36001.wav | Genre: [genre:sound-design:impacts] | Mood: [mood:high-stakes, mood:percussive] | Occasion: [occasion:failure-cue, occasion:jump-scare, occasion:mystery-sting, occasion:success-cue] | Keywords: [] | Other: []
[2025-09-01][18:30:57][ligeia::virtual_folder_handler][INFO] UNASSIGNED: PE-Accent_BW.36004.wav | Genre: [genre:sound-design:impacts] | Mood: [mood:high-stakes, mood:percussive] | Occasion: [occasion:failure-cue, occasion:jump-scare, occasion:mystery-sting, occasion:success-cue] | Keywords: [] | Other: []
[2025-09-01][18:30:57][ligeia::virtual_folder_handler][INFO] UNASSIGNED: PE-Accent_BW.36006.wav | Genre: [genre:sound-design:impacts] | Mood: [mood:high-stakes, mood:percussive] | Occasion: [occasion:failure-cue, occasion:jump-scare, occasion:mystery-sting, occasion:success-cue] | Keywords: [] | Other: []
[2025-09-01][18:30:57][ligeia::virtual_folder_handler][INFO] UNASSIGNED: PE-Accent_BW.36007.wav | Genre: [genre:sound-design:impacts] | Mood: [mood:high-stakes, mood:percussive] | Occasion: [occasion:failure-cue, occasion:jump-scare, occasion:mystery-sting, occasion:success-cue] | Keywords: [] | Other: []
[2025-09-01][18:30:57][ligeia::virtual_folder_handler][INFO] UNASSIGNED: PE-Accent_BW.36008.wav | Genre: [genre:sound-design:impacts] | Mood: [mood:high-stakes, mood:percussive] | Occasion: [occasion:failure-cue, occasion:jump-scare, occasion:mystery-sting, occasion:success-cue] | Keywords: [] | Other: []
[2025-09-01][18:30:57][ligeia::virtual_folder_handler][INFO] UNASSIGNED: PE-Accent_BW.36005.wav | Genre: [genre:sound-design:impacts] | Mood: [mood:high-stakes, mood:percussive] | Occasion: [occasion:failure-cue, occasion:jump-scare, occasion:mystery-sting, occasion:success-cue] | Keywords: [] | Other: []
[2025-09-01][18:30:57][ligeia::virtual_folder_handler][INFO] UNASSIGNED: PE-Chime_BW.36036.wav | Genre: [genre:sound-design:impacts] | Mood: [mood:high-stakes, mood:percussive] | Occasion: [occasion:failure-cue, occasion:jump-scare, occasion:mystery-sting, occasion:success-cue] | Keywords: [] | Other: []
[2025-09-01][18:30:57][ligeia::virtual_folder_handler][INFO] UNASSIGNED: PE-Chime_BW.36037.wav | Genre: [genre:sound-design:impacts] | Mood: [mood:high-stakes, mood:percussive] | Occasion: [occasion:failure-cue, occasion:jump-scare, occasion:mystery-sting, occasion:success-cue] | Keywords: [] | Other: []
[2025-09-01][18:30:57][ligeia::virtual_folder_handler][INFO] UNASSIGNED: PsychicPain_S08HO.154.wav | Genre: [genre:sound-design:impacts] | Mood: [mood:high-stakes, mood:painful] | Occasion: [occasion:character-death, occasion:jump-scare] | Keywords: [keyword:sfx:impact, keyword:sfx:pain] | Other: []
[2025-09-01][18:30:57][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SlurpBlood_ZA02.508.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:creepy, mood:gruesome] | Occasion: [occasion:jump-scare] | Keywords: [keyword:sfx:blood, keyword:sfx:slurp] | Other: []
[2025-09-01][18:30:57][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SplatBlood_BW.13086.wav | Genre: [genre:sound-design:impacts] | Mood: [mood:gruesome, mood:violent] | Occasion: [occasion:jump-scare] | Keywords: [keyword:sfx:blood, keyword:sfx:splat] | Other: []
[2025-09-01][18:30:57][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SplatGutsFall_S011HO.400.wav | Genre: [genre:sound-design:impacts] | Mood: [mood:gruesome, mood:violent] | Occasion: [occasion:jump-scare] | Keywords: [keyword:sfx:guts, keyword:sfx:splat] | Other: []
[2025-09-01][18:30:57][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SplatGutsFall_S011HO.401.wav | Genre: [genre:sound-design:impacts] | Mood: [mood:gruesome, mood:violent] | Occasion: [occasion:jump-scare] | Keywords: [keyword:sfx:guts, keyword:sfx:splat] | Other: []
[2025-09-01][18:30:57][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SplatGutsFall_S011HO.402.wav | Genre: [genre:sound-design:impacts] | Mood: [mood:gruesome, mood:violent] | Occasion: [occasion:jump-scare] | Keywords: [keyword:sfx:guts, keyword:sfx:splat] | Other: []
[2025-09-01][18:30:57][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SplatMassiveBlood_ZA02.509.wav | Genre: [genre:sound-design:impacts] | Mood: [mood:gruesome, mood:violent] | Occasion: [occasion:jump-scare] | Keywords: [keyword:sfx:blood, keyword:sfx:splat] | Other: []
[2025-09-01][18:30:57][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SquishCrunchBug_S011HO.403.wav | Genre: [genre:sound-design:impacts] | Mood: [mood:creepy, mood:gruesome] | Occasion: [occasion:jump-scare] | Keywords: [keyword:sfx:crunch, keyword:sfx:squish] | Other: []
[2025-09-01][18:30:57][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SquishCrunchBug_S011HO.404.wav | Genre: [genre:sound-design:impacts] | Mood: [mood:creepy, mood:gruesome] | Occasion: [occasion:jump-scare] | Keywords: [keyword:sfx:crunch, keyword:sfx:squish] | Other: []
[2025-09-01][18:30:57][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SquishLongJuicy_SFXB.1483.wav | Genre: [genre:sound-design:impacts] | Mood: [mood:creepy, mood:gruesome] | Occasion: [occasion:jump-scare] | Keywords: [keyword:sfx:squish] | Other: []
[2025-09-01][18:30:57][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SquishSplatBlood_SFXB.1484.wav | Genre: [genre:sound-design:impacts] | Mood: [mood:creepy, mood:gruesome] | Occasion: [occasion:jump-scare] | Keywords: [keyword:sfx:blood, keyword:sfx:splat, keyword:sfx:squish] | Other: []
[2025-09-01][18:30:57][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SquishSuctionBlood_SFXB.148.wav | Genre: [genre:sound-design:impacts] | Mood: [mood:creepy, mood:gruesome] | Occasion: [occasion:jump-scare] | Keywords: [keyword:sfx:blood, keyword:sfx:squish, keyword:sfx:suction] | Other: []
[2025-09-01][18:30:57][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SquishSuctionBlood_SFXB.1_1.wav | Genre: [genre:sound-design:impacts] | Mood: [mood:creepy, mood:gruesome] | Occasion: [occasion:jump-scare] | Keywords: [keyword:sfx:blood, keyword:sfx:squish, keyword:sfx:suction] | Other: []
[2025-09-01][18:30:57][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SquishSuctionBlood_SFXB.1_2.wav | Genre: [genre:sound-design:impacts] | Mood: [mood:creepy, mood:gruesome] | Occasion: [occasion:jump-scare] | Keywords: [keyword:sfx:blood, keyword:sfx:squish, keyword:sfx:suction] | Other: []
[2025-09-01][18:30:57][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SquishSuctionBlood_SFXB.1_3.wav | Genre: [genre:sound-design:impacts] | Mood: [mood:creepy, mood:gruesome] | Occasion: [occasion:jump-scare] | Keywords: [keyword:sfx:blood, keyword:sfx:squish, keyword:sfx:suction] | Other: []
[2025-09-01][18:30:57][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SquishSuction_S011HO.405.wav | Genre: [genre:sound-design:impacts] | Mood: [mood:creepy, mood:gruesome] | Occasion: [occasion:jump-scare] | Keywords: [keyword:sfx:squish, keyword:sfx:suction] | Other: []
[2025-09-01][18:30:57][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SquishSuction_SFXB.1485.wav | Genre: [genre:sound-design:impacts] | Mood: [mood:creepy, mood:gruesome] | Occasion: [occasion:jump-scare] | Keywords: [keyword:sfx:squish, keyword:sfx:suction] | Other: []
[2025-09-01][18:30:57][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SquishWetJuicy_SFXB.1490.wav | Genre: [genre:sound-design:impacts] | Mood: [mood:creepy, mood:gruesome] | Occasion: [occasion:jump-scare] | Keywords: [keyword:sfx:squish] | Other: []
[2025-09-01][18:30:57][ligeia::virtual_folder_handler][INFO] UNASSIGNED: SquishWetJuicy_SFXB.1491.wav | Genre: [genre:sound-design:impacts] | Mood: [mood:creepy, mood:gruesome] | Occasion: [occasion:jump-scare] | Keywords: [keyword:sfx:squish] | Other: []
[2025-09-01][18:30:57][ligeia::virtual_folder_handler][INFO] UNASSIGNED: Squish_SFXB.1477.wav | Genre: [genre:sound-design:impacts] | Mood: [mood:creepy, mood:gruesome] | Occasion: [occasion:jump-scare] | Keywords: [keyword:sfx:squish] | Other: []
[2025-09-01][18:30:57][ligeia::virtual_folder_handler][INFO] UNASSIGNED: Squish_SFXB.1478.wav | Genre: [genre:sound-design:impacts] | Mood: [mood:creepy, mood:gruesome] | Occasion: [occasion:jump-scare] | Keywords: [keyword:sfx:squish] | Other: []
[2025-09-01][18:30:57][ligeia::virtual_folder_handler][INFO] UNASSIGNED: Squish_SFXB.1479.wav | Genre: [genre:sound-design:impacts] | Mood: [mood:creepy, mood:gruesome] | Occasion: [occasion:jump-scare] | Keywords: [keyword:sfx:squish] | Other: []
[2025-09-01][18:30:57][ligeia::virtual_folder_handler][INFO] UNASSIGNED: Squish_SFXB.1480.wav | Genre: [genre:sound-design:impacts] | Mood: [mood:creepy, mood:gruesome] | Occasion: [occasion:jump-scare] | Keywords: [keyword:sfx:squish] | Other: []
[2025-09-01][18:30:57][ligeia::virtual_folder_handler][INFO] UNASSIGNED: Squish_SFXB.1481.wav | Genre: [genre:sound-design:impacts] | Mood: [mood:creepy, mood:gruesome] | Occasion: [occasion:jump-scare] | Keywords: [keyword:sfx:squish] | Other: []
[2025-09-01][18:30:57][ligeia::virtual_folder_handler][INFO] UNASSIGNED: Squish_SFXB.1482.wav | Genre: [genre:sound-design:impacts] | Mood: [mood:creepy, mood:gruesome] | Occasion: [occasion:jump-scare] | Keywords: [keyword:sfx:squish] | Other: []
[2025-09-01][18:30:57][ligeia::virtual_folder_handler][INFO] UNASSIGNED: TongueRippedOut_ZA02.542.wav | Genre: [genre:horror:sound-design] | Mood: [mood:abhorrent, mood:unsettling] | Occasion: [occasion:jump-scare] | Keywords: [keyword:sfx:body-horror] | Other: []
